Timestamp,Acce_x,Acce_y,Acce_z,Gyro_x,Gyro_y,Gyro_z,handGrip,Label
2025-04-03 22:47:55.871655,3.49,0.62,-8.35,0.08,0.08,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:55.902162,3.93,0.61,-8.77,0.04,0.2,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:55.931053,3.22,0.35,-8.73,0.07,0.2,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:55.958794,3.47,0.54,-8.51,0.11,-0.08,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:55.989848,3.8,0.32,-8.64,0.04,0.15,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:56.020286,3.7,0.26,-8.87,0.06,0.13,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:56.061132,3.77,0.49,-8.8,0.07,0.07,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:56.085022,3.37,-0.53,-8.36,0.04,-0.06,0.16,ClosedGrip,WristCurl
2025-04-03 22:47:56.116216,3.74,0.48,-8.71,0.12,0.06,-0.05,ClosedGrip,WristCurl
2025-04-03 22:47:56.144676,3.6,0.41,-8.81,0.14,0.0,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:56.178873,3.75,0.47,-8.81,0.15,-0.07,-0.05,ClosedGrip,WristCurl
2025-04-03 22:47:56.205226,3.58,0.22,-8.57,0.09,0.01,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:56.235695,3.41,0.32,-8.55,0.03,0.01,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.266476,3.83,0.25,-8.91,0.02,0.06,-0.02,ClosedGrip,WristCurl
2025-04-03 22:47:56.297430,3.28,0.06,-8.77,0.0,-0.02,-0.07,ClosedGrip,WristCurl
2025-04-03 22:47:56.327887,3.82,0.25,-8.51,-0.03,-0.02,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.360245,3.76,0.29,-8.69,-0.01,0.07,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:56.392025,3.51,0.26,-8.89,0.05,0.01,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:56.423901,3.81,0.17,-8.79,0.07,-0.04,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.450684,3.73,0.07,-8.95,0.03,0.14,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.483077,3.14,0.16,-8.54,-0.01,0.07,-0.05,ClosedGrip,WristCurl
2025-04-03 22:47:56.512422,3.82,0.25,-8.52,-0.03,-0.02,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:56.543039,3.52,0.09,-8.68,-0.08,-0.03,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.573807,3.68,-0.05,-8.38,-0.1,0.04,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:56.604702,3.62,0.34,-8.98,-0.07,0.05,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:56.635369,3.88,0.16,-8.79,-0.03,-0.11,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:56.669230,3.92,-0.05,-8.68,-0.04,-0.0,0.0,ClosedGrip,WristCurl
2025-04-03 22:47:56.698725,3.24,0.33,-8.63,-0.01,-0.09,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:56.730954,4.06,0.18,-9.03,-0.02,0.03,-0.0,ClosedGrip,WristCurl
2025-04-03 22:47:56.759230,3.69,0.44,-8.76,-0.03,0.04,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:56.794903,3.52,0.05,-8.49,-0.05,0.02,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.820385,3.43,0.24,-8.65,-0.02,0.05,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:56.850704,3.77,0.3,-8.79,-0.04,-0.08,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.881563,4.04,0.34,-8.84,-0.07,0.08,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.912443,3.43,0.26,-8.52,-0.12,0.06,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:56.943346,3.67,0.28,-8.49,-0.14,-0.02,-0.02,ClosedGrip,WristCurl
2025-04-03 22:47:56.974473,3.82,0.43,-8.56,-0.19,0.02,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:57.005201,3.73,0.43,-8.89,-0.2,0.01,0.05,ClosedGrip,WristCurl
2025-04-03 22:47:57.037898,3.65,0.24,-8.42,-0.19,0.0,0.03,ClosedGrip,WristCurl
2025-04-03 22:47:57.066252,3.65,0.39,-8.35,-0.2,0.03,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:57.099563,3.56,0.35,-9.03,-0.15,-0.06,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:57.127613,3.79,0.55,-8.61,-0.13,-0.01,-0.0,ClosedGrip,WristCurl
2025-04-03 22:47:57.158456,3.7,0.72,-8.74,-0.12,-0.04,0.05,ClosedGrip,WristCurl
2025-04-03 22:47:57.189159,3.63,0.46,-8.8,-0.09,-0.07,0.03,ClosedGrip,WristCurl
2025-04-03 22:47:57.220001,3.67,0.58,-8.37,-0.09,-0.08,0.0,ClosedGrip,WristCurl
2025-04-03 22:47:57.250706,3.94,0.59,-8.84,-0.12,0.04,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:57.283730,3.47,0.59,-8.88,-0.09,0.02,0.06,ClosedGrip,WristCurl
2025-04-03 22:47:57.312722,2.95,0.6,-7.78,-0.1,-0.23,-0.0,ClosedGrip,WristCurl
2025-04-03 22:47:57.345340,3.66,0.79,-8.28,-0.18,-0.15,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:57.373527,3.9,0.65,-9.46,-0.17,0.03,0.06,ClosedGrip,WristCurl
2025-04-03 22:47:57.406800,2.78,0.73,-8.15,-0.09,-0.16,0.08,ClosedGrip,WristCurl
2025-04-03 22:47:57.436959,2.59,0.8,-7.46,-0.1,-0.37,-0.05,ClosedGrip,WristCurl
2025-04-03 22:47:57.466034,4.38,0.62,-9.71,-0.27,0.1,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:57.496895,3.52,0.69,-9.13,-0.16,0.13,0.08,ClosedGrip,WristCurl
2025-04-03 22:47:57.527895,2.78,0.73,-8.63,0.02,-0.26,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:57.558295,3.01,1.0,-8.69,0.01,-0.39,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:57.590219,3.73,0.85,-8.41,-0.09,-0.09,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:57.620099,2.96,0.61,-8.8,-0.16,0.13,0.05,ClosedGrip,WristCurl
